order_id,store_name,created_At,packaged_time,total
QC_IN_407-0841842-0862702,TBC8,2026-05-21T11:53:01.000Z,1779344720673,10
QC_IN_402-3836420-2136336,TBC8,2026-05-21T11:46:33.000Z,1779344279916,4
QC_IN_406-0747688-1330717,TBC8,2026-05-21T11:53:39.000Z,1779344774009,2
QC_IN_405-4242673-2049950,TBC8,2026-05-21T11:59:07.000Z,1779345045409,2
QC_IN_408-7207924-5285934,TBC8,2026-05-21T11:46:45.000Z,1779344276628,2
QC_IN_405-1820635-0862714,TBC8,2026-05-21T11:45:31.000Z,1779344444536,14
QC_IN_404-9430479-4984356,TBC8,2026-05-21T11:45:25.000Z,1779344275706,5
QC_IN_406-7091307-4329136,TBC8,2026-05-21T11:50:24.000Z,1779344596064,15
QC_IN_403-8207623-4637966,TBC8,2026-05-21T11:48:27.000Z,1779344369202,4
QC_IN_408-3626102-9149140,TBC8,2026-05-21T11:41:38.000Z,1779344156513,3
QC_IN_406-9400412-4596342,TBC8,2026-05-21T11:34:28.000Z,1779343558306,3
QC_IN_403-3103556-1078744,TBC8,2026-05-21T11:38:19.000Z,1779343759856,2
QC_IN_402-3448313-4521968,TBC8,2026-05-21T11:18:43.000Z,1779343201968,24
QC_IN_404-4832727-0295507,TBC8,2026-05-21T11:46:46.000Z,1779344323892,15
QC_IN_402-8739881-6830745,TBC8,2026-05-21T11:31:16.000Z,1779343505509,1
QC_IN_406-4223523-6538723,TBC8,2026-05-21T11:40:48.000Z,1779343968571,13
QC_IN_403-8182189-2162741,TBC8,2026-05-21T11:45:50.000Z,1779344212388,2
QC_IN_406-8120420-8795564,TBC8,2026-05-21T11:39:22.000Z,1779343859313,4
QC_IN_405-6834677-0617123,TBC8,2026-05-21T11:33:52.000Z,1779343583870,7
QC_IN_171-5194959-7584328,TBC8,2026-05-21T11:40:14.000Z,1779343852275,1
QC_IN_171-0958755-1479543,TBC8,2026-05-21T11:28:44.000Z,1779343180107,1
QC_IN_171-2476862-4784308,TBC8,2026-05-21T11:23:54.000Z,1779342951529,8
QC_IN_171-7137616-7352353,TBC8,2026-05-21T11:30:17.000Z,1779343285249,6
QC_IN_403-7502802-7125145,TBC8,2026-05-21T11:35:05.000Z,1779343531345,1
QC_IN_402-9450035-5397157,TBC8,2026-05-21T11:17:25.000Z,1779342484162,1
QC_IN_407-8369872-5234709,TBC8,2026-05-21T11:35:09.000Z,1779343640177,4
QC_IN_406-8969032-4048320,TBC8,2026-05-21T11:29:55.000Z,1779343249198,5
QC_IN_407-9035219-7217130,TBC8,2026-05-21T11:31:31.000Z,1779343385851,1
QC_IN_406-8643281-9464315,TBC8,2026-05-21T11:26:11.000Z,1779343075542,6
QC_IN_407-9715132-1341940,TBC8,2026-05-21T11:34:33.000Z,1779343554984,4
QC_IN_171-7460192-8222714,TBC8,2026-05-21T11:24:57.000Z,1779342938124,2
QC_IN_171-7583923-3361952,TBC8,2026-05-21T11:25:44.000Z,1779343002773,2
QC_IN_171-3328167-4138739,TBC8,2026-05-21T11:21:44.000Z,1779343023495,21
QC_IN_407-8925224-1163527,TBC8,2026-05-21T11:23:07.000Z,1779342829379,2
QC_IN_405-1339636-8225959,TBC8,2026-05-21T11:18:04.000Z,1779342525233,2
QC_IN_171-7170955-9027507,TBC8,2026-05-21T11:24:34.000Z,1779342932979,3
QC_IN_403-0019197-6009950,TBC8,2026-05-21T11:14:42.000Z,1779342484788,10
QC_IN_404-5226081-6493914,TBC8,2026-05-21T11:22:52.000Z,1779342844585,3
QC_IN_171-1342477-1409152,TBC8,2026-05-21T11:08:06.000Z,1779341954401,3
QC_IN_405-2434626-7395525,TBC8,2026-05-21T11:15:35.000Z,1779342413221,3
QC_IN_407-5514712-9742722,TBC8,2026-05-21T11:22:52.000Z,1779342832730,5
QC_IN_171-8782850-0657122,TBC8,2026-05-21T11:16:10.000Z,1779342494295,5
QC_IN_405-3867639-6734720,TBC8,2026-05-21T11:16:40.000Z,1779342470566,8
QC_IN_405-2508439-8482732,TBC8,2026-05-21T11:09:37.000Z,1779342037616,1
QC_IN_405-5931840-5653158,TBC8,2026-05-21T11:07:00.000Z,1779342051410,16
QC_IN_171-7423157-2523552,TBC8,2026-05-21T10:57:09.000Z,1779341275718,3
QC_IN_406-9100779-7965140,TBC8,2026-05-21T10:54:31.000Z,1779341103485,1
QC_IN_407-0913689-9078728,TBC8,2026-05-21T11:08:21.000Z,1779342017143,8
QC_IN_406-9600098-3173901,TBC8,2026-05-21T11:12:18.000Z,1779342311646,11
QC_IN_403-3164844-3713914,TBC8,2026-05-21T11:05:25.000Z,1779341950306,7
QC_IN_407-2733754-8001956,TBC8,2026-05-21T11:10:26.000Z,1779342062836,1
QC_IN_406-9604700-0432333,TBC8,2026-05-21T11:07:23.000Z,1779341946900,4
QC_IN_404-7203852-1356328,TBC8,2026-05-21T11:05:09.000Z,1779341742708,1
QC_IN_402-8846584-3303548,TBC8,2026-05-21T11:07:31.000Z,1779341902932,4
QC_IN_408-3162094-2481141,TBC8,2026-05-21T10:59:58.000Z,1779341475067,2
QC_IN_403-7611999-4598712,TBC8,2026-05-21T10:54:07.000Z,1779341237955,20
QC_IN_406-8330152-2105155,TBC8,2026-05-21T10:53:06.000Z,1779341041173,2
QC_IN_408-3250946-2701913,TBC8,2026-05-21T11:01:17.000Z,1779341611844,12
QC_IN_405-7552557-8431535,TBC8,2026-05-21T10:18:57.000Z,1779338991706,1
QC_IN_407-2760923-4702722,TBC8,2026-05-21T10:57:03.000Z,1779341288110,5
QC_IN_406-8798021-2685951,TBC8,2026-05-21T10:51:22.000Z,1779340979220,7
QC_IN_406-6188198-1493116,TBC8,2026-05-21T10:56:42.000Z,1779341375334,3
QC_IN_404-3406356-3326764,TBC8,2026-05-21T10:48:50.000Z,1779340819868,3
QC_IN_403-2483705-9770703,TBC8,2026-05-21T10:50:54.000Z,1779340900373,3
QC_IN_171-6199594-9610707,TBC8,2026-05-21T10:52:17.000Z,1779340968701,1
QC_IN_404-1654163-3148314,TBC8,2026-05-21T10:52:42.000Z,1779340991339,1
QC_IN_403-8448803-8323522,TBC8,2026-05-21T10:43:41.000Z,1779340494531,1
QC_IN_406-6475465-1965913,TBC8,2026-05-21T10:50:15.000Z,1779340908905,6
QC_IN_404-6907340-5528328,TBC8,2026-05-21T10:44:06.000Z,1779340490882,2
QC_IN_171-3716357-0049900,TBC8,2026-05-21T10:49:37.000Z,1779340820419,1
QC_IN_171-4226673-0559508,TBC8,2026-05-21T10:46:49.000Z,1779340639849,2
QC_IN_402-8987984-8679564,TBC8,2026-05-21T10:42:07.000Z,1779340568447,15
QC_IN_404-8773498-4845950,TBC8,2026-05-21T10:25:17.000Z,1779339500166,10
QC_IN_171-3625464-1339567,TBC8,2026-05-21T10:45:23.000Z,1779340575158,2
QC_IN_171-6039801-0138710,TBC8,2026-05-21T10:43:56.000Z,1779340462046,1
QC_IN_402-3493283-1350748,TBC8,2026-05-21T10:33:11.000Z,1779339888393,2
QC_IN_171-8203651-8424368,TBC8,2026-05-21T10:42:55.000Z,1779340406309,1
QC_IN_407-3701530-1602710,TBC8,2026-05-21T10:38:25.000Z,1779340169770,5
QC_IN_402-5441002-7468310,TBC8,2026-05-21T10:30:33.000Z,1779339691849,7
QC_IN_403-6570339-8791548,TBC8,2026-05-21T10:45:36.000Z,1779340588884,2
QC_IN_171-2836751-3645968,TBC8,2026-05-21T10:37:16.000Z,1779340136395,5
QC_IN_402-3062336-3130766,TBC8,2026-05-21T10:28:19.000Z,1779339594588,7
QC_IN_404-4949078-5532357,TBC8,2026-05-21T10:33:26.000Z,1779339908394,1
QC_IN_405-8769156-1086720,TBC8,2026-05-21T10:27:15.000Z,1779339499245,3
QC_IN_404-8480942-9117108,TBC8,2026-05-21T10:24:40.000Z,1779339669206,11
