order_id,store_name,packaged_time,created_At,total
QC_IN_407-3228785-2318750,TBI6,1773938367207,2026-03-19T22:05:39.000Z,14
QC_IN_171-3005161-6107528,TBH8,1773937660434,2026-03-19T21:55:58.000Z,4
QC_IN_403-1317001-4011538,TBI6,1773938491818,2026-03-19T22:10:55.000Z,1
QC_IN_402-5723066-2238712,TBI3,1773938052356,2026-03-19T22:02:21.000Z,1
QC_IN_404-8130329-8489167,TBH8,1773938085931,2026-03-19T22:03:57.000Z,2
QC_IN_405-2590143-0607560,TBI4,1773937697248,2026-03-19T21:56:26.000Z,8
QC_IN_171-5055087-2001141,TBH8,1773937411041,2026-03-19T21:51:01.000Z,3
QC_IN_404-9720922-0777906,TBI4,1773938136067,2026-03-19T22:03:34.000Z,7
QC_IN_402-0198254-4885165,TBI8,1773937997532,2026-03-19T22:01:41.000Z,4
QC_IN_402-8496999-8973135,TBI7,1773938004794,2026-03-19T22:01:54.000Z,4
QC_IN_404-1555479-8037164,TBI4,1773937797321,2026-03-19T21:59:26.000Z,1
QC_IN_406-7976341-3161920,TBH8,1773937932818,2026-03-19T22:00:36.000Z,1
QC_IN_404-9640427-3797908,TBI3,1773938131748,2026-03-19T22:04:27.000Z,2
QC_IN_405-4910919-7989155,TBJ1,1773938064305,2026-03-19T22:03:26.000Z,1
QC_IN_402-1223828-9978706,TBI8,1773938472744,2026-03-19T22:09:57.000Z,1
QC_IN_402-9431557-0958716,TBJ1,1773938338227,2026-03-19T22:08:12.000Z,2
QC_IN_407-3400454-8622729,TBH8,1773937984208,2026-03-19T22:00:11.000Z,4
QC_IN_407-2402076-8199512,TBI8,1773938112981,2026-03-19T22:01:43.000Z,8
QC_IN_403-3499532-5676331,TBI8,1773938338600,2026-03-19T22:03:23.000Z,8
QC_IN_171-2548667-9654703,TBH8,1773938285134,2026-03-19T22:07:21.000Z,1
QC_IN_408-7014732-7547544,TBJ1,1773937496393,2026-03-19T21:53:05.000Z,2
QC_IN_402-9655971-0873138,TBI4,1773937848256,2026-03-19T21:56:07.000Z,20
QC_IN_402-0694036-5739561,TBH8,1773938224550,2026-03-19T22:05:46.000Z,1
QC_IN_402-6244385-8861155,TBI6,1773938223559,2026-03-19T22:06:10.000Z,2
QC_IN_402-2084543-2995508,TBI8,1773937989851,2026-03-19T22:01:24.000Z,5
QC_IN_405-2580179-3437112,TBI9,1773938084195,2026-03-19T22:03:14.000Z,1
QC_IN_408-2342251-9705912,TBI7,1773937836812,2026-03-19T21:59:05.000Z,2
QC_IN_403-0546686-5843515,TBJ3,1773937682235,2026-03-19T21:56:43.000Z,1
QC_IN_405-3252052-4658738,TBI4,1773938292680,2026-03-19T22:06:05.000Z,5
QC_IN_405-8183902-1958742,TBJ1,1773938255409,2026-03-19T22:06:42.000Z,1
QC_IN_171-8420017-2528356,TBI9,1773938021918,2026-03-19T22:01:38.000Z,5
QC_IN_403-8183711-2361113,TBI7,1773937841783,2026-03-19T21:59:31.000Z,3
QC_IN_403-8070129-3137908,TBI6,1773938095343,2026-03-19T22:04:22.000Z,1
QC_IN_404-5178779-5582769,TBI8,1773937736683,2026-03-19T21:57:28.000Z,6
QC_IN_403-0278375-7660379,TBI3,1773938024204,2026-03-19T22:01:50.000Z,5
QC_IN_405-2219812-3155560,TBI8,1773938180855,2026-03-19T22:02:19.000Z,8
